2014/06/02 14:17:37 INFO  - jmeter.util.JMeterUtils: Setting Locale to en_US 
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-100 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-20 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-100 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-109 
2014/06/02 14:20:50 WARN  - jmeter.threads.JMeterThread: Interrupting: URI Request Group 1-20 sampler: Temperature Mean Request 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-42 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-98 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-88 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-42 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-98 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-42 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-88 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-88 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-17 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-85 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-70 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread started: URI Request Group 1-115 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-85 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-85 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-98 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-20 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-70 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-17 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-39 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-17 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-39 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-70 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-20 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-39 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-84 
2014/06/02 14:20:50 WARN  - jmeter.threads.JMeterThread: Interrupting: URI Request Group 1-84 sampler: Temperature Timeseries Request 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-66 
2014/06/02 14:20:50 WARN  - jmeter.threads.JMeterThread: Interrupting: URI Request Group 1-66 sampler: Temperature Mean Request 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-32 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-1 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-80 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-32 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-81 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-108 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-53 
2014/06/02 14:20:50 WARN  - jmeter.threads.JMeterThread: Interrupting: URI Request Group 1-53 sampler: Temperature Timeseries Request 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-1 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-108 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-58 
2014/06/02 14:20:50 WARN  - jmeter.threads.JMeterThread: Interrupting: URI Request Group 1-58 sampler: Temperature Mean Request 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-81 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-32 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-80 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-80 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-81 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-102 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-108 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-1 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-102 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-30 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-102 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-37 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-30 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 WARN  - jmeter.threads.JMeterThread: Interrupting: URI Request Group 1-37 sampler: Products Request 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-30 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-76 
2014/06/02 14:20:50 WARN  - jmeter.threads.JMeterThread: Interrupting: URI Request Group 1-76 sampler: Temperature Max Request 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-11 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-103 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-105 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-11 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-103 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
	at org.apache.jmeter.threads.JMeterThread.process_sampler(JMeterThread.java:443)
	at org.apache.jmeter.threads.JMeterThread.run(JMeterThread.java:257)
	at java.lang.Thread.run(Thread.java:744)

2014/06/02 14:20:50 WARN  - jmeter.threads.JMeterThread: Interrupting: URI Request Group 1-105 sampler: Temperature Mean Request 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-103 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Thread finished: URI Request Group 1-11 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-18 
2014/06/02 14:20:50 WARN  - jmeter.threads.JMeterThread: Interrupting: URI Request Group 1-18 sampler: Init Times Request 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-23 
2014/06/02 14:20:50 INFO  - jmeter.threads.JMeterThread: Stopping: URI Request Group 1-71 
2014/06/02 14:20:50 WARN  - jmeter.util.JMeterUtils: Interrupted in thread URI Request Group 1-23 java.lang.InterruptedException
	at java.lang.Object.wait(Native Method)
	at java.lang.Object.wait(Object.java:502)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1294)
	at java.awt.EventQueue.invokeAndWait(EventQueue.java:1275)
	at javax.swing.SwingUtilities.invokeAndWait(SwingUtilities.java:1348)
	at org.apache.jmeter.util.JMeterUtils.runSafe(JMeterUtils.java:1296)
	at org.apache.jmeter.visualizers.SummaryReport.add(SummaryReport.java:166)
	at org.apache.jmeter.reporters.ResultCollector.sendToVisualizer(ResultCollector.java:553)
	at org.apache.jmeter.reporters.ResultCollector.sampleOccurred(ResultCollector.java:529)
	at org.apache.jmeter.threads.ListenerNotifier.notifyListeners(ListenerNotifier.java:84)
	at org.apache.jmeter.threads.JMeterThread.notifyListeners(JMeterThread.java:783)
